order_id,customer_id,region,order_date,product_category,amount,quantity,status
ORD-87992,4674,East,Oct 31 2024,Food,151.36,2,pending
ORD-44237,2773,South,10/04/2024,Electronics,186.72,7,pending
ORD-24322,6736,West,2024-02-24,Sports,,9,completed
ORD-99166,7022,North,2024-06-04,Electronics,192.63,7,completed
ORD-55082,2882,West,21/07/2024,Clothing,14.27,9,completed
ORD-64948,5564,East,13/11/2024,Sports,389.13,6,completed
ORD-31417,4705,East,17/06/2024,Electronics,361.9,5,completed
ORD-95717,8030,West,20/06/2024,Electronics,271.78,9,completed
ORD-53719,1430,South,Nov 29 2024,Electronics,264.41,8,completed
ORD-10464,5381,West,10/03/2024,Clothing,277.98,1,returned
ORD-71953,1474,East,Jun 13 2024,Electronics,164.69,10,completed
ORD-62772,3955,West,2024-12-21,Home,59.68,10,returned
ORD-94259,5477,North,02/09/2024,Food,38.01,9,completed
ORD-97782,6062,North,31/03/2024,Home,69.24,7,completed
ORD-41029,6567,South,12/06/2024,Clothing,105.03,2,completed
ORD-17716,6751,West,Dec 21 2024,Clothing,53.88,7,completed
ORD-80678,1100,West,Sep 08 2024,Electronics,418.97,3,completed
ORD-49117,3972,West,04/05/2024,Sports,265.28,3,completed
ORD-91183,3347,West,11/07/2024,Home,131.69,10,pending
ORD-17989,7566,South,20/07/2024,Clothing,304.95,10,completed
ORD-44760,2140,East,Feb 28 2024,Food,465.45,10,pending
ORD-93136,3324,South,Apr 12 2024,Clothing,248.25,2,completed
ORD-69177,1502,East,2024-10-06,Home,44.58,2,completed
ORD-75435,2503,East,Dec 15 2024,Food,35.05,10,completed
ORD-25014,9691,East,Jan 14 2024,Food,469.43,2,completed
ORD-30730,4524,West,Aug 24 2024,Electronics,187.69,5,completed
ORD-93810,7163,South,17/04/2024,Sports,412.7,9,completed
ORD-66333,7878,East,May 29 2024,Food,25.12,6,completed
ORD-95477,8432,North,05/02/2024,Electronics,155.43,7,completed
ORD-95180,6585,East,10/12/2024,Sports,480.49,5,completed
ORD-66985,3578,South,Mar 12 2024,Electronics,363.96,7,completed
ORD-17685,7062,West,2024-06-04,Clothing,98.78,8,returned
ORD-72493,6105,North,May 09 2024,Clothing,128.14,10,completed
ORD-45382,6314,East,Mar 19 2024,Sports,93.55,10,returned
ORD-23577,2391,West,04/08/2024,Electronics,210.52,8,returned
ORD-51180,1861,South,07/02/2024,Home,321.12,1,completed
ORD-72296,3549,South,02/11/2024,Electronics,232.07,3,completed
ORD-38016,3579,North,25/10/2024,Home,442.0,5,completed
ORD-18392,1815,North,Sep 30 2024,Food,94.3,7,completed
ORD-51347,2336,East,20/12/2024,Food,172.07,3,completed
ORD-40512,5458,West,2024-10-05,Food,499.22,10,completed
ORD-22224,8259,West,Jul 03 2024,Electronics,179.4,10,completed
ORD-54587,7947,South,Oct 01 2024,Sports,495.77,7,completed
ORD-11220,8957,South,2024-11-22,Home,189.0,1,completed
ORD-98039,8242,East,2024-02-25,Electronics,218.14,7,returned
ORD-89818,7785,East,Dec 02 2024,Food,306.16,6,completed
ORD-67422,5475,South,2024-06-30,Clothing,110.89,4,completed
ORD-78522,4531,South,Nov 27 2024,Food,463.44,1,completed
ORD-44522,9394,West,Jan 23 2024,Sports,481.02,8,completed
ORD-22899,2864,West,Nov 26 2024,Food,201.56,5,returned
ORD-48469,6655,West,27/11/2024,Sports,491.56,6,completed
ORD-36158,8043,East,18/06/2024,Clothing,261.22,1,returned
ORD-65519,2816,West,2024-02-24,Home,154.41,6,completed
ORD-47930,5640,North,20/02/2024,Food,114.83,5,returned
ORD-99399,8972,North,Apr 23 2024,Sports,15.74,5,completed
ORD-86503,9633,West,Sep 22 2024,Home,346.41,5,completed
ORD-33416,6053,West,Oct 24 2024,Clothing,279.06,8,completed
ORD-17455,1744,South,2024-10-21,Sports,463.33,2,completed
ORD-30032,4612,South,16/08/2024,Clothing,23.68,4,completed
ORD-46517,7475,East,19/07/2024,Clothing,73.51,3,completed
ORD-84085,1897,North,Dec 13 2024,Electronics,293.17,5,completed
ORD-80855,1125,North,Dec 19 2024,Home,406.48,8,returned
ORD-30379,4349,East,18/03/2024,Electronics,202.9,6,completed
ORD-40161,5938,West,13/01/2024,Clothing,368.46,5,pending
ORD-20322,4460,West,23/02/2024,Sports,397.49,7,pending
ORD-45093,3248,East,2024-07-31,Food,413.72,10,completed
ORD-44179,5186,North,Feb 29 2024,Electronics,290.24,2,completed
ORD-79329,5742,North,13/03/2024,Food,299.64,4,completed
ORD-97538,6375,West,08/06/2024,Electronics,366.74,8,completed
ORD-13617,2965,South,2024-08-21,Home,43.85,4,completed
ORD-42018,1126,East,23/09/2024,Food,-386.6,7,completed
ORD-94607,9149,East,27/06/2024,Electronics,409.49,8,returned
