event_id,student_id,event_date,course_category,completion_pct,time_spent_minutes,status
EVT-54587,2336,02/21/2024,Data,16.56,147,completed
EVT-11220,5458,June 18 2024,Data,64.35,331,completed
EVT-98039,8259,2024-08-29,Design,18.69,222,completed
EVT-89818,7947,2024-12-14,Security,71.73,202,in_progress
EVT-67422,8957,January 03 2024,Data,23.03,241,dropped
EVT-78522,8242,03/21/2024,Security,72.03,48,in_progress
EVT-44522,7785,11/30/2024,Security,47.88,334,completed
EVT-22899,5475,September 01 2024,Design,16.12,416,completed
EVT-48469,4531,04/12/2024,Business,2.24,460,completed
EVT-36158,9394,06/13/2024,Data,57.35,403,completed
EVT-73699,2864,2024-11-26,Design,62.95,57,completed
EVT-47930,6655,February 15 2024,Business,,216,in_progress
EVT-99399,8043,2024-10-20,Business,5.59,273,completed
EVT-86503,2816,September 30 2024,Data,18.0,393,completed
EVT-33416,5640,2024-01-20,Security,59.94,152,completed
EVT-17455,8972,2024-08-01,Engineering,1.86,365,completed
EVT-30032,9633,01/19/2024,Security,66.17,459,in_progress
EVT-46517,6053,2024-09-10,Security,8.57,198,completed
EVT-84085,1744,2024-05-28,Engineering,99.28,242,completed
EVT-86099,4612,01/05/2024,Business,17.06,259,dropped
EVT-30379,7475,October 17 2024,Engineering,60.08,177,completed
EVT-40161,1897,02/24/2024,Engineering,82.05,307,completed
EVT-20322,1125,05/25/2024,Design,65.96,11,completed
EVT-45093,4349,November 24 2024,Design,72.42,454,in_progress
EVT-44179,5938,09/25/2024,Design,45.35,406,completed
EVT-79329,4460,March 09 2024,Business,22.98,443,in_progress
EVT-97538,3248,08/27/2024,Engineering,10.86,385,completed
EVT-13617,5186,2024-04-08,Data,85.96,57,completed
EVT-42018,5742,2024-06-18,Engineering,41.98,384,completed
EVT-94607,6375,August 22 2024,Business,9.63,244,completed
EVT-19880,2965,May 11 2024,Design,61.47,335,completed
EVT-67912,1126,2024-04-05,Business,,350,dropped
EVT-46585,9149,06/21/2024,Design,50.33,367,completed
